name,filename
https://coronavirus.data.gov.uk/details(tests),data_2021-Feb-08-tests.csv
https://coronavirus.data.gov.uk/details(pcr),data_2021-Feb-08-pcr.csv
https://coronavirus.data.gov.uk/details(antibody),data_2021-Feb-08-antibody.csv
https://coronavirus.data.gov.uk/details(pillar),data_2021-Feb-08-pillar.csv
